"barcode","sample"
"Se-137.1-Su:327847","Se-137.1-Su"
"Se-137.1-Su:327848","Se-137.1-Su"
"Se-137.1-Su:327849","Se-137.1-Su"
"Se-137.1-Su:327851","Se-137.1-Su"
"Se-137.1-Su:327852","Se-137.1-Su"
"Se-137.1-Su:327854","Se-137.1-Su"
"Se-137.1-Su:327855","Se-137.1-Su"
"Se-137.1-Su:327856","Se-137.1-Su"
"Se-137.1-Su:327857","Se-137.1-Su"
"Se-137.1-Su:327858","Se-137.1-Su"
"Se-137.1-Su:327859","Se-137.1-Su"
"Se-137.1-Su:327860","Se-137.1-Su"
"Se-137.1-Su:327861","Se-137.1-Su"
"Se-137.1-Su:327862","Se-137.1-Su"
"Se-137.1-Su:327863","Se-137.1-Su"
"Se-137.1-Su:327864","Se-137.1-Su"
"Se-137.1-Su:327866","Se-137.1-Su"
"Se-137.1-Su:327867","Se-137.1-Su"
"Se-137.1-Su:327868","Se-137.1-Su"
"Se-137.1-Su:327869","Se-137.1-Su"
"Se-137.1-Su:327871","Se-137.1-Su"
"Se-137.1-Su:327872","Se-137.1-Su"
"Se-137.1-Su:327873","Se-137.1-Su"
"Se-137.1-Su:327875","Se-137.1-Su"
"Se-137.1-Su:327876","Se-137.1-Su"
"Se-137.1-Su:327877","Se-137.1-Su"
"Se-137.1-Su:327879","Se-137.1-Su"
"Se-137.1-Su:327880","Se-137.1-Su"
"Se-137.1-Su:327881","Se-137.1-Su"
"Se-137.1-Su:327882","Se-137.1-Su"
"Se-137.1-Su:327883","Se-137.1-Su"
"Se-137.1-Su:327885","Se-137.1-Su"
"Se-137.1-Su:327886","Se-137.1-Su"
"Se-137.1-Su:327888","Se-137.1-Su"
"Se-137.1-Su:327889","Se-137.1-Su"
"Se-137.1-Su:327890","Se-137.1-Su"
"Se-137.1-Su:327891","Se-137.1-Su"
"Se-137.1-Su:327892","Se-137.1-Su"
"Se-137.1-Su:327893","Se-137.1-Su"
"Se-137.1-Su:327895","Se-137.1-Su"
"Se-137.1-Su:327896","Se-137.1-Su"
"Se-137.1-Su:327897","Se-137.1-Su"
"Se-137.1-Su:327898","Se-137.1-Su"
"Se-137.1-Su:327900","Se-137.1-Su"
"Se-137.1-Su:327901","Se-137.1-Su"
"Se-137.1-Su:327902","Se-137.1-Su"
"Se-137.1-Su:327903","Se-137.1-Su"
"Se-137.1-Su:327904","Se-137.1-Su"
"Se-137.1-Su:327906","Se-137.1-Su"
"Se-137.1-Su:327907","Se-137.1-Su"
"Se-137.1-Su:327909","Se-137.1-Su"
"Se-137.1-Su:327910","Se-137.1-Su"
"Se-137.1-Su:327911","Se-137.1-Su"
"Se-137.1-Su:327912","Se-137.1-Su"
"Se-137.1-Su:327913","Se-137.1-Su"
"Se-137.1-Su:327914","Se-137.1-Su"
"Se-137.1-Su:327915","Se-137.1-Su"
"Se-137.1-Su:327916","Se-137.1-Su"
"Se-137.1-Su:327918","Se-137.1-Su"
"Se-137.1-Su:327919","Se-137.1-Su"
"Se-137.1-Su:327920","Se-137.1-Su"
"Se-137.1-Su:327922","Se-137.1-Su"
"Se-137.1-Su:327923","Se-137.1-Su"
"Se-137.1-Su:327924","Se-137.1-Su"
"Se-137.1-Su:327925","Se-137.1-Su"
"Se-137.1-Su:327926","Se-137.1-Su"
"Se-137.1-Su:327927","Se-137.1-Su"
"Se-137.1-Su:327928","Se-137.1-Su"
"Se-137.1-Su:327929","Se-137.1-Su"
"Se-137.1-Su:327930","Se-137.1-Su"
"Se-137.1-Su:327932","Se-137.1-Su"
"Se-137.1-Su:327933","Se-137.1-Su"
"Se-137.1-Su:327934","Se-137.1-Su"
"Se-137.1-Su:327935","Se-137.1-Su"
"Se-137.1-Su:327936","Se-137.1-Su"
"Se-137.1-Su:327938","Se-137.1-Su"
"Se-137.1-Su:327939","Se-137.1-Su"
"Se-137.1-Su:327940","Se-137.1-Su"
"Se-137.1-Su:327941","Se-137.1-Su"
"Se-137.1-Su:327942","Se-137.1-Su"
"Se-137.1-Su:327943","Se-137.1-Su"
"Se-137.1-Su:327945","Se-137.1-Su"
"Se-137.1-Su:327947","Se-137.1-Su"
"Se-137.1-Su:327948","Se-137.1-Su"
"Se-137.1-Su:327951","Se-137.1-Su"
"Se-137.1-Su:327952","Se-137.1-Su"
"Se-137.1-Su:327953","Se-137.1-Su"
"Se-137.1-Su:327954","Se-137.1-Su"
"Se-137.1-Su:327955","Se-137.1-Su"
"Se-137.1-Su:327957","Se-137.1-Su"
"Se-137.1-Su:327958","Se-137.1-Su"
"Se-137.1-Su:327960","Se-137.1-Su"
"Se-137.1-Su:327962","Se-137.1-Su"
"Se-137.1-Su:327963","Se-137.1-Su"
"Se-137.1-Su:327965","Se-137.1-Su"
"Se-137.1-Su:327967","Se-137.1-Su"
"Se-137.1-Su:327970","Se-137.1-Su"
"Se-137.1-Su:327971","Se-137.1-Su"
"Se-137.1-Su:327972","Se-137.1-Su"
"Se-137.1-Su:327973","Se-137.1-Su"
"Se-137.1-Su:327974","Se-137.1-Su"
"Se-137.1-Su:327975","Se-137.1-Su"
"Se-137.1-Su:327976","Se-137.1-Su"
"Se-137.1-Su:327977","Se-137.1-Su"
"Se-137.1-Su:327978","Se-137.1-Su"
"Se-137.1-Su:327979","Se-137.1-Su"
"Se-137.1-Su:327980","Se-137.1-Su"
"Se-137.1-Su:327981","Se-137.1-Su"
"Se-137.1-Su:327983","Se-137.1-Su"
"Se-137.1-Su:327984","Se-137.1-Su"
"Se-137.1-Su:327985","Se-137.1-Su"
"Se-137.1-Su:327986","Se-137.1-Su"
"Se-137.1-Su:327988","Se-137.1-Su"
"Se-137.1-Su:327989","Se-137.1-Su"
"Se-137.1-Su:327990","Se-137.1-Su"
"Se-137.1-Su:327991","Se-137.1-Su"
"Se-137.1-Su:327992","Se-137.1-Su"
"Se-137.1-Su:327993","Se-137.1-Su"
"Se-137.1-Su:327994","Se-137.1-Su"
"Se-137.1-Su:327995","Se-137.1-Su"
"Se-137.1-Su:327996","Se-137.1-Su"
"Se-137.1-Su:327997","Se-137.1-Su"
"Se-137.1-Su:327998","Se-137.1-Su"
"Se-137.1-Su:328001","Se-137.1-Su"
"Se-137.1-Su:328002","Se-137.1-Su"
"Se-137.1-Su:328003","Se-137.1-Su"
"Se-137.1-Su:328004","Se-137.1-Su"
"Se-137.1-Su:328006","Se-137.1-Su"
"Se-137.1-Su:328007","Se-137.1-Su"
"Se-137.1-Su:328008","Se-137.1-Su"
"Se-137.1-Su:328009","Se-137.1-Su"
"Se-137.1-Su:328010","Se-137.1-Su"
"Se-137.1-Su:328012","Se-137.1-Su"
"Se-137.1-Su:328013","Se-137.1-Su"
"Se-137.1-Su:328014","Se-137.1-Su"
"Se-137.1-Su:328015","Se-137.1-Su"
"Se-137.1-Su:328017","Se-137.1-Su"
"Se-137.1-Su:328018","Se-137.1-Su"
"Se-137.1-Su:328019","Se-137.1-Su"
"Se-137.1-Su:328022","Se-137.1-Su"
"Se-137.1-Su:328023","Se-137.1-Su"
"Se-137.1-Su:328024","Se-137.1-Su"
"Se-137.1-Su:328025","Se-137.1-Su"
"Se-137.1-Su:328026","Se-137.1-Su"
"Se-137.1-Su:328027","Se-137.1-Su"
"Se-137.1-Su:328028","Se-137.1-Su"
"Se-137.1-Su:328029","Se-137.1-Su"
"Se-137.1-Su:328030","Se-137.1-Su"
"Se-137.1-Su:328031","Se-137.1-Su"
"Se-137.1-Su:328032","Se-137.1-Su"
"Se-137.1-Su:328033","Se-137.1-Su"
"Se-137.1-Su:328034","Se-137.1-Su"
"Se-137.1-Su:328036","Se-137.1-Su"
"Se-137.1-Su:328037","Se-137.1-Su"
"Se-137.1-Su:328038","Se-137.1-Su"
"Se-137.1-Su:328039","Se-137.1-Su"
"Se-137.1-Su:328041","Se-137.1-Su"
"Se-137.1-Su:328042","Se-137.1-Su"
"Se-137.1-Su:328043","Se-137.1-Su"
"Se-137.1-Su:328044","Se-137.1-Su"
"Se-137.1-Su:328045","Se-137.1-Su"
"Se-137.1-Su:328046","Se-137.1-Su"
"Se-137.1-Su:328047","Se-137.1-Su"
"Se-137.1-Su:328048","Se-137.1-Su"
"Se-137.1-Su:328050","Se-137.1-Su"
"Se-137.1-Su:328051","Se-137.1-Su"
"Se-137.1-Su:328052","Se-137.1-Su"
"Se-137.1-Su:328054","Se-137.1-Su"
"Se-137.1-Su:328055","Se-137.1-Su"
"Se-137.1-Su:328056","Se-137.1-Su"
"Se-137.1-Su:328057","Se-137.1-Su"
"Se-137.1-Su:328058","Se-137.1-Su"
"Se-137.1-Su:328059","Se-137.1-Su"
"Se-137.1-Su:328060","Se-137.1-Su"
"Se-137.1-Su:328061","Se-137.1-Su"
"Se-137.1-Su:328062","Se-137.1-Su"
"Se-137.1-Su:328063","Se-137.1-Su"
"Se-137.1-Su:328064","Se-137.1-Su"
"Se-137.1-Su:328068","Se-137.1-Su"
"Se-137.1-Su:328069","Se-137.1-Su"
"Se-137.1-Su:328070","Se-137.1-Su"
"Se-137.1-Su:328071","Se-137.1-Su"
"Se-137.1-Su:328072","Se-137.1-Su"
"Se-137.1-Su:328073","Se-137.1-Su"
"Se-137.1-Su:328074","Se-137.1-Su"
"Se-137.1-Su:328075","Se-137.1-Su"
"Se-137.1-Su:328076","Se-137.1-Su"
"Se-137.1-Su:328078","Se-137.1-Su"
"Se-137.1-Su:328080","Se-137.1-Su"
"Se-137.1-Su:328081","Se-137.1-Su"
"Se-137.1-Su:328083","Se-137.1-Su"
"Se-137.1-Su:328084","Se-137.1-Su"
"Se-137.1-Su:328085","Se-137.1-Su"
"Se-137.1-Su:328087","Se-137.1-Su"
"Se-137.1-Su:328088","Se-137.1-Su"
"Se-137.1-Su:328089","Se-137.1-Su"
"Se-137.1-Su:328090","Se-137.1-Su"
"Se-137.1-Su:328091","Se-137.1-Su"
"Se-137.1-Su:328092","Se-137.1-Su"
"Se-137.1-Su:328093","Se-137.1-Su"
"Se-137.1-Su:328094","Se-137.1-Su"
"Se-137.1-Su:328095","Se-137.1-Su"
"Se-137.1-Su:328096","Se-137.1-Su"
"Se-137.1-Su:328097","Se-137.1-Su"
"Se-137.1-Su:328098","Se-137.1-Su"
"Se-137.1-Su:328099","Se-137.1-Su"
"Se-137.1-Su:328101","Se-137.1-Su"
"Se-137.1-Su:328104","Se-137.1-Su"
"Se-137.1-Su:328105","Se-137.1-Su"
"Se-137.1-Su:328106","Se-137.1-Su"
"Se-137.1-Su:328107","Se-137.1-Su"
"Se-137.1-Su:328109","Se-137.1-Su"
"Se-137.1-Su:328111","Se-137.1-Su"
"Se-137.1-Su:328112","Se-137.1-Su"
"Se-137.1-Su:328114","Se-137.1-Su"
"Se-137.1-Su:328115","Se-137.1-Su"
"Se-137.1-Su:328116","Se-137.1-Su"
"Se-137.1-Su:328119","Se-137.1-Su"
"Se-137.1-Su:328120","Se-137.1-Su"
"Se-137.1-Su:328122","Se-137.1-Su"
"Se-137.1-Su:328123","Se-137.1-Su"
"Se-137.1-Su:328125","Se-137.1-Su"
"Se-137.1-Su:328127","Se-137.1-Su"
"Se-137.1-Su:328129","Se-137.1-Su"
"Se-137.1-Su:328130","Se-137.1-Su"
"Se-137.1-Su:328132","Se-137.1-Su"
"Se-137.1-Su:328134","Se-137.1-Su"
"Se-137.1-Su:328135","Se-137.1-Su"
"Se-137.1-Su:328136","Se-137.1-Su"
"Se-137.1-Su:328137","Se-137.1-Su"
"Se-137.1-Su:328139","Se-137.1-Su"
"Se-137.1-Su:328141","Se-137.1-Su"
"Se-137.1-Su:328142","Se-137.1-Su"
"Se-137.1-Su:328143","Se-137.1-Su"
"Se-137.1-Su:328144","Se-137.1-Su"
"Se-137.1-Su:328147","Se-137.1-Su"
"Se-137.1-Su:328148","Se-137.1-Su"
"Se-137.1-Su:328149","Se-137.1-Su"
"Se-137.1-Su:328151","Se-137.1-Su"
"Se-137.1-Su:328152","Se-137.1-Su"
"Se-137.1-Su:328153","Se-137.1-Su"
"Se-137.1-Su:328154","Se-137.1-Su"
"Se-137.1-Su:328155","Se-137.1-Su"
"Se-137.1-Su:328157","Se-137.1-Su"
"Se-137.1-Su:328159","Se-137.1-Su"
"Se-137.1-Su:328160","Se-137.1-Su"
"Se-137.1-Su:328161","Se-137.1-Su"
"Se-137.1-Su:328163","Se-137.1-Su"
"Se-137.1-Su:328164","Se-137.1-Su"
"Se-137.1-Su:328165","Se-137.1-Su"
"Se-137.1-Su:328166","Se-137.1-Su"
"Se-137.1-Su:328168","Se-137.1-Su"
"Se-137.1-Su:328169","Se-137.1-Su"
"Se-137.1-Su:328170","Se-137.1-Su"
"Se-137.1-Su:328171","Se-137.1-Su"
"Se-137.1-Su:328172","Se-137.1-Su"
"Se-137.1-Su:328173","Se-137.1-Su"
"Se-137.1-Su:328174","Se-137.1-Su"
"Se-137.1-Su:328175","Se-137.1-Su"
"Se-137.1-Su:328176","Se-137.1-Su"
"Se-137.1-Su:328177","Se-137.1-Su"
"Se-137.1-Su:328178","Se-137.1-Su"
"Se-137.1-Su:328179","Se-137.1-Su"
"Se-137.1-Su:328181","Se-137.1-Su"
"Se-137.1-Su:328182","Se-137.1-Su"
"Se-137.1-Su:328183","Se-137.1-Su"
"Se-137.1-Su:328184","Se-137.1-Su"
"Se-137.1-Su:328185","Se-137.1-Su"
"Se-137.1-Su:328187","Se-137.1-Su"
"Se-137.1-Su:328189","Se-137.1-Su"
"Se-137.1-Su:328190","Se-137.1-Su"
"Se-137.1-Su:328192","Se-137.1-Su"
"Se-137.1-Su:328193","Se-137.1-Su"
"Se-137.1-Su:328194","Se-137.1-Su"
"Se-137.1-Su:328195","Se-137.1-Su"
"Se-137.1-Su:328196","Se-137.1-Su"
"Se-137.1-Su:328197","Se-137.1-Su"
"Se-137.1-Su:328198","Se-137.1-Su"
"Se-137.1-Su:328199","Se-137.1-Su"
"Se-137.1-Su:328200","Se-137.1-Su"
"Se-137.1-Su:328201","Se-137.1-Su"
"Se-137.1-Su:328202","Se-137.1-Su"
"Se-137.1-Su:328203","Se-137.1-Su"
"Se-137.1-Su:328204","Se-137.1-Su"
"Se-137.1-Su:328205","Se-137.1-Su"
"Se-137.1-Su:328206","Se-137.1-Su"
"Se-137.1-Su:328207","Se-137.1-Su"
"Se-137.1-Su:328208","Se-137.1-Su"
"Se-137.1-Su:328209","Se-137.1-Su"
"Se-137.1-Su:328210","Se-137.1-Su"
"Se-137.1-Su:328211","Se-137.1-Su"
"Se-137.1-Su:328212","Se-137.1-Su"
"Se-137.1-Su:328213","Se-137.1-Su"
"Se-137.1-Su:328214","Se-137.1-Su"
"Se-137.1-Su:328215","Se-137.1-Su"
"Se-137.1-Su:328216","Se-137.1-Su"
"Se-137.1-Su:328217","Se-137.1-Su"
"Se-137.1-Su:328218","Se-137.1-Su"
"Se-137.1-Su:328219","Se-137.1-Su"
"Se-137.1-Su:328220","Se-137.1-Su"
"Se-137.1-Su:328221","Se-137.1-Su"
"Se-137.1-Su:328222","Se-137.1-Su"
"Se-137.1-Su:328224","Se-137.1-Su"
"Se-137.1-Su:328225","Se-137.1-Su"
"Se-137.1-Su:328227","Se-137.1-Su"
"Se-137.1-Su:328229","Se-137.1-Su"
"Se-137.1-Su:328230","Se-137.1-Su"
"Se-137.1-Su:328231","Se-137.1-Su"
"Se-137.1-Su:328232","Se-137.1-Su"
"Se-137.1-Su:328233","Se-137.1-Su"
"Se-137.1-Su:328234","Se-137.1-Su"
"Se-137.1-Su:328235","Se-137.1-Su"
"Se-137.1-Su:328236","Se-137.1-Su"
"Se-137.1-Su:328237","Se-137.1-Su"
"Se-137.1-Su:328239","Se-137.1-Su"
"Se-137.1-Su:328241","Se-137.1-Su"
"Se-137.1-Su:328242","Se-137.1-Su"
"Se-137.1-Su:328243","Se-137.1-Su"
"Se-137.1-Su:328244","Se-137.1-Su"
"Se-137.1-Su:328246","Se-137.1-Su"
"Se-137.1-Su:328247","Se-137.1-Su"
"Se-137.1-Su:328248","Se-137.1-Su"
"Se-137.1-Su:328249","Se-137.1-Su"
"Se-137.1-Su:328250","Se-137.1-Su"
"Se-137.1-Su:328251","Se-137.1-Su"
"Se-137.1-Su:328252","Se-137.1-Su"
"Se-137.1-Su:328253","Se-137.1-Su"
"Se-137.1-Su:328254","Se-137.1-Su"
"Se-137.1-Su:328255","Se-137.1-Su"
"Se-137.1-Su:328256","Se-137.1-Su"
"Se-137.1-Su:328257","Se-137.1-Su"
"Se-137.1-Su:328258","Se-137.1-Su"
"Se-137.1-Su:328259","Se-137.1-Su"
"Se-137.1-Su:328260","Se-137.1-Su"
"Se-137.1-Su:328262","Se-137.1-Su"
"Se-137.1-Su:328263","Se-137.1-Su"
"Se-137.1-Su:328264","Se-137.1-Su"
"Se-137.1-Su:328265","Se-137.1-Su"
"Se-137.1-Su:328266","Se-137.1-Su"
"Se-137.1-Su:328268","Se-137.1-Su"
"Se-137.1-Su:328269","Se-137.1-Su"
"Se-137.1-Su:328270","Se-137.1-Su"
"Se-137.1-Su:328271","Se-137.1-Su"
"Se-137.1-Su:328272","Se-137.1-Su"
"Se-137.1-Su:328273","Se-137.1-Su"
"Se-137.1-Su:328274","Se-137.1-Su"
"Se-137.1-Su:328275","Se-137.1-Su"
"Se-137.1-Su:328276","Se-137.1-Su"
"Se-137.1-Su:328277","Se-137.1-Su"
"Se-137.1-Su:328278","Se-137.1-Su"
"Se-137.1-Su:328280","Se-137.1-Su"
"Se-137.1-Su:328281","Se-137.1-Su"
"Se-137.1-Su:328283","Se-137.1-Su"
"Se-137.1-Su:328284","Se-137.1-Su"
"Se-137.1-Su:328285","Se-137.1-Su"
"Se-137.1-Su:328286","Se-137.1-Su"
"Se-137.1-Su:328290","Se-137.1-Su"
"Se-137.1-Su:328291","Se-137.1-Su"
"Se-137.1-Su:328292","Se-137.1-Su"
"Se-137.1-Su:328294","Se-137.1-Su"
"Se-137.1-Su:328295","Se-137.1-Su"
"Se-137.1-Su:328296","Se-137.1-Su"
"Se-137.1-Su:328297","Se-137.1-Su"
"Se-137.1-Su:328300","Se-137.1-Su"
"Se-137.1-Su:328301","Se-137.1-Su"
"Se-137.1-Su:328302","Se-137.1-Su"
"Se-137.1-Su:328303","Se-137.1-Su"
"Se-137.1-Su:328305","Se-137.1-Su"
"Se-137.1-Su:328306","Se-137.1-Su"
"Se-137.1-Su:328307","Se-137.1-Su"
"Se-137.1-Su:328309","Se-137.1-Su"
"Se-137.1-Su:328310","Se-137.1-Su"
"Se-137.1-Su:328311","Se-137.1-Su"
"Se-137.1-Su:328312","Se-137.1-Su"
"Se-137.1-Su:328314","Se-137.1-Su"
"Se-137.1-Su:328316","Se-137.1-Su"
"Se-137.1-Su:328317","Se-137.1-Su"
"Se-137.1-Su:328318","Se-137.1-Su"
"Se-137.1-Su:328319","Se-137.1-Su"
"Se-137.1-Su:328320","Se-137.1-Su"
"Se-137.1-Su:328321","Se-137.1-Su"
"Se-137.1-Su:328322","Se-137.1-Su"
"Se-137.1-Su:328323","Se-137.1-Su"
"Se-137.1-Su:328324","Se-137.1-Su"
"Se-137.1-Su:328325","Se-137.1-Su"
"Se-137.1-Su:328327","Se-137.1-Su"
"Se-137.1-Su:328329","Se-137.1-Su"
"Se-137.1-Su:328330","Se-137.1-Su"
"Se-137.1-Su:328331","Se-137.1-Su"
"Se-137.1-Su:328332","Se-137.1-Su"
"Se-137.1-Su:328333","Se-137.1-Su"
"Se-137.1-Su:328334","Se-137.1-Su"
"Se-137.1-Su:328335","Se-137.1-Su"
"Se-137.1-Su:328336","Se-137.1-Su"
"Se-137.1-Su:328337","Se-137.1-Su"
"Se-137.1-Su:328340","Se-137.1-Su"
"Se-137.1-Su:328341","Se-137.1-Su"
"Se-137.1-Su:328342","Se-137.1-Su"
"Se-137.1-Su:328345","Se-137.1-Su"
"Se-137.1-Su:328346","Se-137.1-Su"
"Se-137.1-Su:328347","Se-137.1-Su"
"Se-137.1-Su:328348","Se-137.1-Su"
"Se-137.1-Su:328350","Se-137.1-Su"
"Se-137.1-Su:328351","Se-137.1-Su"
"Se-137.1-Su:328352","Se-137.1-Su"
"Se-137.1-Su:328353","Se-137.1-Su"
"Se-137.1-Su:328354","Se-137.1-Su"
"Se-137.1-Su:328355","Se-137.1-Su"
"Se-137.1-Su:328356","Se-137.1-Su"
"Se-137.1-Su:328357","Se-137.1-Su"
"Se-137.1-Su:328358","Se-137.1-Su"
"Se-137.1-Su:328359","Se-137.1-Su"
"Se-137.1-Su:328360","Se-137.1-Su"
"Se-137.1-Su:328361","Se-137.1-Su"
"Se-137.1-Su:328362","Se-137.1-Su"
"Se-137.1-Su:328363","Se-137.1-Su"
"Se-137.1-Su:328364","Se-137.1-Su"
"Se-137.1-Su:328365","Se-137.1-Su"
"Se-137.1-Su:328366","Se-137.1-Su"
"Se-137.1-Su:328367","Se-137.1-Su"
"Se-137.1-Su:328368","Se-137.1-Su"
"Se-137.1-Su:328369","Se-137.1-Su"
"Se-137.1-Su:328371","Se-137.1-Su"
"Se-137.1-Su:328372","Se-137.1-Su"
"Se-137.1-Su:328373","Se-137.1-Su"
"Se-137.1-Su:328374","Se-137.1-Su"
"Se-137.1-Su:328375","Se-137.1-Su"
"Se-137.1-Su:328376","Se-137.1-Su"
"Se-137.1-Su:328378","Se-137.1-Su"
"Se-137.1-Su:328380","Se-137.1-Su"
"Se-137.1-Su:328381","Se-137.1-Su"
"Se-137.1-Su:328382","Se-137.1-Su"
"Se-137.1-Su:328384","Se-137.1-Su"
"Se-137.1-Su:328385","Se-137.1-Su"
"Se-137.1-Su:328386","Se-137.1-Su"
"Se-137.1-Su:328387","Se-137.1-Su"
"Se-137.1-Su:328388","Se-137.1-Su"
"Se-137.1-Su:328389","Se-137.1-Su"
"Se-137.1-Su:328391","Se-137.1-Su"
"Se-137.1-Su:328392","Se-137.1-Su"
"Se-137.1-Su:328393","Se-137.1-Su"
"Se-137.1-Su:328395","Se-137.1-Su"
"Se-137.1-Su:328396","Se-137.1-Su"
"Se-137.1-Su:328397","Se-137.1-Su"
"Se-137.1-Su:328399","Se-137.1-Su"
"Se-137.1-Su:328400","Se-137.1-Su"
"Se-137.1-Su:328401","Se-137.1-Su"
"Se-137.1-Su:328402","Se-137.1-Su"
"Se-137.1-Su:328403","Se-137.1-Su"
"Se-137.1-Su:328406","Se-137.1-Su"
"Se-137.1-Su:328407","Se-137.1-Su"
"Se-137.1-Su:328408","Se-137.1-Su"
"Se-137.1-Su:328409","Se-137.1-Su"
"Se-137.1-Su:328410","Se-137.1-Su"
"Se-137.1-Su:328411","Se-137.1-Su"
"Se-137.1-Su:328412","Se-137.1-Su"
"Se-137.1-Su:328416","Se-137.1-Su"
"Se-137.1-Su:328417","Se-137.1-Su"
"Se-137.1-Su:328418","Se-137.1-Su"
"Se-137.1-Su:328419","Se-137.1-Su"
"Se-137.1-Su:328420","Se-137.1-Su"
"Se-137.1-Su:328421","Se-137.1-Su"
"Se-137.1-Su:328422","Se-137.1-Su"
"Se-137.1-Su:328423","Se-137.1-Su"
"Se-137.1-Su:328424","Se-137.1-Su"
"Se-137.1-Su:328425","Se-137.1-Su"
"Se-137.1-Su:328426","Se-137.1-Su"
"Se-137.1-Su:328427","Se-137.1-Su"
"Se-137.1-Su:328428","Se-137.1-Su"
"Se-137.1-Su:328429","Se-137.1-Su"
"Se-137.1-Su:328430","Se-137.1-Su"
"Se-137.1-Su:328431","Se-137.1-Su"
"Se-137.1-Su:328432","Se-137.1-Su"
"Se-137.1-Su:328433","Se-137.1-Su"
"Se-137.1-Su:328434","Se-137.1-Su"
"Se-137.1-Su:328435","Se-137.1-Su"
"Se-137.1-Su:328436","Se-137.1-Su"
"Se-137.1-Su:328438","Se-137.1-Su"
"Se-137.1-Su:328439","Se-137.1-Su"
"Se-137.1-Su:328440","Se-137.1-Su"
"Se-137.1-Su:328441","Se-137.1-Su"
"Se-137.1-Su:328442","Se-137.1-Su"
"Se-137.1-Su:328443","Se-137.1-Su"
"Se-137.1-Su:328445","Se-137.1-Su"
"Se-137.1-Su:328446","Se-137.1-Su"
"Se-137.1-Su:328447","Se-137.1-Su"
"Se-137.1-Su:328448","Se-137.1-Su"
"Se-137.1-Su:328450","Se-137.1-Su"
"Se-137.1-Su:328451","Se-137.1-Su"
"Se-137.1-Su:328452","Se-137.1-Su"
"Se-137.1-Su:328453","Se-137.1-Su"
"Se-137.1-Su:328454","Se-137.1-Su"
"Se-137.1-Su:328455","Se-137.1-Su"
"Se-137.1-Su:328456","Se-137.1-Su"
"Se-137.1-Su:328457","Se-137.1-Su"
"Se-137.1-Su:328459","Se-137.1-Su"
"Se-137.1-Su:328460","Se-137.1-Su"
"Se-137.1-Su:328462","Se-137.1-Su"
"Se-137.1-Su:328464","Se-137.1-Su"
"Se-137.1-Su:328465","Se-137.1-Su"
"Se-137.1-Su:328466","Se-137.1-Su"
"Se-137.1-Su:328467","Se-137.1-Su"
"Se-137.1-Su:328469","Se-137.1-Su"
"Se-137.1-Su:328471","Se-137.1-Su"
"Se-137.1-Su:328474","Se-137.1-Su"
"Se-137.1-Su:328476","Se-137.1-Su"
"Se-137.1-Su:328477","Se-137.1-Su"
"Se-137.1-Su:328478","Se-137.1-Su"
"Se-137.1-Su:328479","Se-137.1-Su"
"Se-137.1-Su:328480","Se-137.1-Su"
"Se-137.1-Su:328481","Se-137.1-Su"
"Se-137.1-Su:328482","Se-137.1-Su"
"Se-137.1-Su:328485","Se-137.1-Su"
"Se-137.1-Su:328486","Se-137.1-Su"
"Se-137.1-Su:328487","Se-137.1-Su"
"Se-137.1-Su:328488","Se-137.1-Su"
"Se-137.1-Su:328489","Se-137.1-Su"
"Se-137.1-Su:328491","Se-137.1-Su"
"Se-137.1-Su:328493","Se-137.1-Su"
"Se-137.1-Su:328496","Se-137.1-Su"
"Se-137.1-Su:328497","Se-137.1-Su"
"Se-137.1-Su:328499","Se-137.1-Su"
"Se-137.1-Su:328500","Se-137.1-Su"
"Se-137.1-Su:328501","Se-137.1-Su"
"Se-137.1-Su:328502","Se-137.1-Su"
"Se-137.1-Su:328503","Se-137.1-Su"
"Se-137.1-Su:328504","Se-137.1-Su"
"Se-137.1-Su:328505","Se-137.1-Su"
"Se-137.1-Su:328507","Se-137.1-Su"
"Se-137.1-Su:328508","Se-137.1-Su"
"Se-137.1-Su:328509","Se-137.1-Su"
"Se-137.1-Su:328510","Se-137.1-Su"
"Se-137.1-Su:328511","Se-137.1-Su"
"Se-137.1-Su:328512","Se-137.1-Su"
"Se-137.1-Su:328514","Se-137.1-Su"
"Se-137.1-Su:328515","Se-137.1-Su"
"Se-137.1-Su:328516","Se-137.1-Su"
"Se-137.1-Su:328517","Se-137.1-Su"
"Se-137.1-Su:328518","Se-137.1-Su"
"Se-137.1-Su:328519","Se-137.1-Su"
"Se-137.1-Su:328520","Se-137.1-Su"
"Se-137.1-Su:328521","Se-137.1-Su"
"Se-137.1-Su:328522","Se-137.1-Su"
"Se-137.1-Su:328523","Se-137.1-Su"
"Se-137.1-Su:328524","Se-137.1-Su"
"Se-137.1-Su:328525","Se-137.1-Su"
"Se-137.1-Su:328526","Se-137.1-Su"
"Se-137.1-Su:328527","Se-137.1-Su"
"Se-137.1-Su:328528","Se-137.1-Su"
"Se-178.1-Su:275305","Se-178.1-Su"
"Se-178.1-Su:275306","Se-178.1-Su"
"Se-178.1-Su:275307","Se-178.1-Su"
"Se-178.1-Su:275308","Se-178.1-Su"
"Se-178.1-Su:275309","Se-178.1-Su"
"Se-178.1-Su:275310","Se-178.1-Su"
"Se-178.1-Su:275311","Se-178.1-Su"
"Se-178.1-Su:275312","Se-178.1-Su"
"Se-178.1-Su:275313","Se-178.1-Su"
"Se-178.1-Su:275314","Se-178.1-Su"
