"barcode","sample"
"HD-19-Su:348031","HD-19-Su"
"HD-19-Su:348032","HD-19-Su"
"HD-19-Su:348033","HD-19-Su"
"HD-19-Su:348034","HD-19-Su"
"HD-19-Su:348035","HD-19-Su"
"HD-19-Su:348036","HD-19-Su"
"HD-19-Su:348037","HD-19-Su"
"HD-19-Su:348038","HD-19-Su"
"HD-19-Su:348039","HD-19-Su"
"HD-19-Su:348040","HD-19-Su"
"HD-19-Su:348041","HD-19-Su"
"HD-19-Su:348042","HD-19-Su"
"HD-19-Su:348043","HD-19-Su"
"HD-19-Su:348044","HD-19-Su"
"HD-19-Su:348045","HD-19-Su"
"HD-19-Su:348046","HD-19-Su"
"HD-19-Su:348047","HD-19-Su"
"HD-19-Su:348048","HD-19-Su"
"HD-19-Su:348049","HD-19-Su"
"HD-19-Su:348050","HD-19-Su"
"HD-19-Su:348051","HD-19-Su"
"HD-19-Su:348052","HD-19-Su"
"HD-19-Su:348053","HD-19-Su"
"HD-19-Su:348054","HD-19-Su"
"HD-19-Su:348055","HD-19-Su"
"HD-19-Su:348056","HD-19-Su"
"HD-19-Su:348057","HD-19-Su"
"HD-19-Su:348058","HD-19-Su"
"HD-19-Su:348059","HD-19-Su"
"HD-19-Su:348060","HD-19-Su"
"HD-19-Su:348061","HD-19-Su"
"HD-19-Su:348062","HD-19-Su"
"HD-19-Su:348063","HD-19-Su"
"HD-19-Su:348064","HD-19-Su"
"HD-19-Su:348065","HD-19-Su"
"HD-19-Su:348066","HD-19-Su"
"HD-19-Su:348067","HD-19-Su"
"HD-19-Su:348068","HD-19-Su"
"HD-19-Su:348069","HD-19-Su"
"HD-19-Su:348070","HD-19-Su"
"HD-19-Su:348071","HD-19-Su"
"HD-19-Su:348072","HD-19-Su"
"HD-19-Su:348073","HD-19-Su"
"HD-19-Su:348074","HD-19-Su"
"HD-19-Su:348075","HD-19-Su"
"HD-19-Su:348076","HD-19-Su"
"HD-19-Su:348077","HD-19-Su"
"HD-19-Su:348078","HD-19-Su"
"HD-19-Su:348079","HD-19-Su"
"HD-19-Su:348080","HD-19-Su"
"HD-19-Su:348081","HD-19-Su"
"HD-19-Su:348082","HD-19-Su"
"HD-19-Su:348083","HD-19-Su"
"HD-19-Su:348084","HD-19-Su"
"HD-19-Su:348085","HD-19-Su"
"HD-19-Su:348086","HD-19-Su"
"HD-19-Su:348087","HD-19-Su"
"HD-19-Su:348088","HD-19-Su"
"HD-19-Su:348089","HD-19-Su"
"HD-19-Su:348090","HD-19-Su"
"HD-19-Su:348091","HD-19-Su"
"HD-19-Su:348092","HD-19-Su"
"HD-19-Su:348093","HD-19-Su"
"HD-19-Su:348094","HD-19-Su"
"HD-19-Su:348095","HD-19-Su"
"HD-19-Su:348096","HD-19-Su"
"HD-19-Su:348097","HD-19-Su"
"HD-19-Su:348098","HD-19-Su"
"HD-19-Su:348099","HD-19-Su"
"HD-19-Su:348100","HD-19-Su"
"HD-19-Su:348101","HD-19-Su"
"HD-19-Su:348102","HD-19-Su"
"HD-19-Su:348103","HD-19-Su"
"HD-19-Su:348104","HD-19-Su"
"HD-19-Su:348105","HD-19-Su"
"HD-19-Su:348106","HD-19-Su"
"HD-19-Su:348107","HD-19-Su"
"HD-19-Su:348108","HD-19-Su"
"HD-19-Su:348109","HD-19-Su"
"HD-19-Su:348110","HD-19-Su"
"HD-19-Su:348111","HD-19-Su"
"HD-19-Su:348112","HD-19-Su"
"HD-19-Su:348113","HD-19-Su"
"HD-19-Su:348114","HD-19-Su"
"HD-19-Su:348115","HD-19-Su"
"HD-19-Su:348116","HD-19-Su"
"HD-19-Su:348117","HD-19-Su"
"HD-19-Su:348118","HD-19-Su"
"HD-19-Su:348119","HD-19-Su"
"HD-19-Su:348120","HD-19-Su"
"HD-19-Su:348121","HD-19-Su"
"HD-19-Su:348122","HD-19-Su"
"HD-19-Su:348123","HD-19-Su"
"HD-19-Su:348124","HD-19-Su"
"HD-19-Su:348125","HD-19-Su"
"HD-19-Su:348126","HD-19-Su"
"HD-19-Su:348127","HD-19-Su"
"HD-19-Su:348128","HD-19-Su"
"HD-19-Su:348129","HD-19-Su"
"HD-19-Su:348130","HD-19-Su"
"HD-19-Su:348131","HD-19-Su"
"HD-19-Su:348132","HD-19-Su"
"HD-19-Su:348133","HD-19-Su"
"HD-19-Su:348134","HD-19-Su"
"HD-19-Su:348135","HD-19-Su"
"HD-19-Su:348136","HD-19-Su"
"HD-19-Su:348137","HD-19-Su"
"HD-19-Su:348138","HD-19-Su"
"HD-19-Su:348139","HD-19-Su"
"HD-19-Su:348140","HD-19-Su"
"HD-19-Su:348141","HD-19-Su"
"HD-19-Su:348142","HD-19-Su"
"HD-19-Su:348143","HD-19-Su"
"HD-19-Su:348144","HD-19-Su"
"HD-19-Su:348145","HD-19-Su"
"HD-19-Su:348146","HD-19-Su"
"HD-19-Su:348147","HD-19-Su"
"HD-19-Su:348148","HD-19-Su"
"HD-19-Su:348149","HD-19-Su"
"HD-19-Su:348150","HD-19-Su"
"HD-19-Su:348152","HD-19-Su"
"HD-19-Su:348153","HD-19-Su"
"HD-19-Su:348155","HD-19-Su"
"HD-19-Su:348156","HD-19-Su"
"HD-19-Su:348158","HD-19-Su"
"HD-19-Su:348159","HD-19-Su"
"HD-19-Su:348161","HD-19-Su"
"HD-19-Su:348162","HD-19-Su"
"HD-19-Su:348163","HD-19-Su"
"HD-19-Su:348164","HD-19-Su"
"HD-19-Su:348165","HD-19-Su"
"HD-19-Su:348166","HD-19-Su"
"HD-19-Su:348167","HD-19-Su"
"HD-19-Su:348168","HD-19-Su"
"HD-19-Su:348169","HD-19-Su"
"HD-19-Su:348170","HD-19-Su"
"HD-19-Su:348171","HD-19-Su"
"HD-19-Su:348172","HD-19-Su"
"HD-19-Su:348173","HD-19-Su"
"HD-19-Su:348174","HD-19-Su"
"HD-19-Su:348175","HD-19-Su"
"HD-19-Su:348176","HD-19-Su"
"HD-19-Su:348177","HD-19-Su"
"HD-19-Su:348178","HD-19-Su"
"HD-19-Su:348179","HD-19-Su"
"HD-19-Su:348180","HD-19-Su"
"HD-19-Su:348181","HD-19-Su"
"HD-19-Su:348182","HD-19-Su"
"HD-19-Su:348183","HD-19-Su"
"HD-19-Su:348184","HD-19-Su"
"HD-19-Su:348185","HD-19-Su"
"HD-19-Su:348186","HD-19-Su"
"HD-19-Su:348187","HD-19-Su"
"HD-19-Su:348188","HD-19-Su"
"HD-19-Su:348189","HD-19-Su"
"HD-19-Su:348190","HD-19-Su"
"HD-19-Su:348191","HD-19-Su"
"HD-19-Su:348192","HD-19-Su"
"HD-19-Su:348193","HD-19-Su"
"HD-19-Su:348194","HD-19-Su"
"HD-19-Su:348195","HD-19-Su"
"HD-19-Su:348196","HD-19-Su"
"HD-19-Su:348197","HD-19-Su"
"HD-19-Su:348198","HD-19-Su"
"HD-19-Su:348199","HD-19-Su"
"HD-19-Su:348200","HD-19-Su"
"HD-19-Su:348201","HD-19-Su"
"HD-19-Su:348202","HD-19-Su"
"HD-19-Su:348203","HD-19-Su"
"HD-19-Su:348204","HD-19-Su"
"HD-19-Su:348205","HD-19-Su"
"HD-19-Su:348206","HD-19-Su"
"HD-19-Su:348208","HD-19-Su"
"HD-19-Su:348209","HD-19-Su"
"HD-19-Su:348210","HD-19-Su"
"HD-19-Su:348211","HD-19-Su"
"HD-19-Su:348212","HD-19-Su"
"HD-19-Su:348213","HD-19-Su"
"HD-19-Su:348214","HD-19-Su"
"HD-19-Su:348215","HD-19-Su"
"HD-19-Su:348216","HD-19-Su"
"HD-19-Su:348217","HD-19-Su"
"HD-19-Su:348218","HD-19-Su"
"HD-19-Su:348219","HD-19-Su"
"HD-19-Su:348220","HD-19-Su"
"HD-19-Su:348221","HD-19-Su"
"HD-19-Su:348222","HD-19-Su"
"HD-19-Su:348224","HD-19-Su"
"HD-19-Su:348225","HD-19-Su"
"HD-19-Su:348226","HD-19-Su"
"HD-19-Su:348227","HD-19-Su"
"HD-19-Su:348228","HD-19-Su"
"HD-19-Su:348229","HD-19-Su"
"HD-19-Su:348230","HD-19-Su"
"HD-19-Su:348231","HD-19-Su"
"HD-19-Su:348232","HD-19-Su"
"HD-19-Su:348233","HD-19-Su"
"HD-19-Su:348234","HD-19-Su"
"HD-19-Su:348235","HD-19-Su"
"HD-19-Su:348236","HD-19-Su"
"HD-19-Su:348237","HD-19-Su"
"HD-19-Su:348238","HD-19-Su"
"HD-19-Su:348239","HD-19-Su"
"HD-19-Su:348240","HD-19-Su"
"HD-19-Su:348241","HD-19-Su"
"HD-19-Su:348242","HD-19-Su"
"HD-19-Su:348243","HD-19-Su"
"HD-19-Su:348244","HD-19-Su"
"HD-19-Su:348245","HD-19-Su"
"HD-19-Su:348246","HD-19-Su"
"HD-19-Su:348247","HD-19-Su"
"HD-19-Su:348248","HD-19-Su"
"HD-19-Su:348250","HD-19-Su"
"HD-19-Su:348251","HD-19-Su"
"HD-19-Su:348252","HD-19-Su"
"HD-19-Su:348253","HD-19-Su"
"HD-19-Su:348254","HD-19-Su"
"HD-19-Su:348255","HD-19-Su"
"HD-19-Su:348256","HD-19-Su"
"HD-19-Su:348257","HD-19-Su"
"HD-19-Su:348258","HD-19-Su"
"HD-19-Su:348259","HD-19-Su"
"HD-19-Su:348260","HD-19-Su"
"HD-19-Su:348261","HD-19-Su"
"HD-19-Su:348262","HD-19-Su"
"HD-19-Su:348263","HD-19-Su"
"HD-19-Su:348264","HD-19-Su"
"HD-19-Su:348265","HD-19-Su"
"HD-19-Su:348266","HD-19-Su"
"HD-19-Su:348267","HD-19-Su"
"HD-19-Su:348268","HD-19-Su"
"HD-19-Su:348269","HD-19-Su"
"HD-19-Su:348270","HD-19-Su"
"HD-19-Su:348271","HD-19-Su"
"HD-19-Su:348273","HD-19-Su"
"HD-19-Su:348274","HD-19-Su"
"HD-19-Su:348275","HD-19-Su"
"HD-19-Su:348276","HD-19-Su"
"HD-19-Su:348277","HD-19-Su"
"HD-19-Su:348278","HD-19-Su"
"HD-19-Su:348279","HD-19-Su"
"HD-19-Su:348280","HD-19-Su"
"HD-19-Su:348281","HD-19-Su"
"HD-19-Su:348282","HD-19-Su"
"HD-19-Su:348283","HD-19-Su"
"HD-19-Su:348284","HD-19-Su"
"HD-19-Su:348286","HD-19-Su"
"HD-19-Su:348287","HD-19-Su"
"HD-19-Su:348288","HD-19-Su"
"HD-19-Su:348289","HD-19-Su"
"HD-19-Su:348290","HD-19-Su"
"HD-19-Su:348291","HD-19-Su"
"HD-19-Su:348292","HD-19-Su"
"HD-19-Su:348293","HD-19-Su"
"HD-19-Su:348294","HD-19-Su"
"HD-19-Su:348295","HD-19-Su"
"HD-19-Su:348296","HD-19-Su"
"HD-19-Su:348297","HD-19-Su"
"HD-19-Su:348298","HD-19-Su"
"HD-19-Su:348299","HD-19-Su"
"HD-19-Su:348300","HD-19-Su"
"HD-19-Su:348301","HD-19-Su"
"HD-19-Su:348302","HD-19-Su"
"HD-19-Su:348303","HD-19-Su"
"HD-19-Su:348304","HD-19-Su"
"HD-19-Su:348305","HD-19-Su"
"HD-19-Su:348306","HD-19-Su"
"HD-19-Su:348307","HD-19-Su"
"HD-19-Su:348308","HD-19-Su"
"HD-19-Su:348309","HD-19-Su"
"HD-19-Su:348310","HD-19-Su"
"HD-19-Su:348311","HD-19-Su"
"HD-19-Su:348313","HD-19-Su"
"HD-19-Su:348314","HD-19-Su"
"HD-19-Su:348315","HD-19-Su"
"HD-19-Su:348316","HD-19-Su"
"HD-19-Su:348317","HD-19-Su"
"HD-19-Su:348318","HD-19-Su"
"HD-19-Su:348319","HD-19-Su"
"HD-19-Su:348320","HD-19-Su"
"HD-19-Su:348321","HD-19-Su"
"HD-19-Su:348322","HD-19-Su"
"HD-19-Su:348323","HD-19-Su"
"HD-19-Su:348324","HD-19-Su"
"HD-19-Su:348325","HD-19-Su"
"HD-19-Su:348326","HD-19-Su"
"HD-19-Su:348327","HD-19-Su"
"HD-19-Su:348328","HD-19-Su"
"HD-19-Su:348329","HD-19-Su"
"HD-19-Su:348330","HD-19-Su"
"HD-19-Su:348331","HD-19-Su"
"HD-19-Su:348332","HD-19-Su"
"HD-19-Su:348333","HD-19-Su"
"HD-19-Su:350708","HD-19-Su"
"HD-19-Su:350709","HD-19-Su"
"HD-19-Su:350710","HD-19-Su"
"HD-19-Su:350711","HD-19-Su"
"HD-19-Su:350712","HD-19-Su"
"HD-19-Su:350713","HD-19-Su"
"HD-19-Su:350714","HD-19-Su"
"HD-19-Su:350715","HD-19-Su"
"HD-19-Su:350716","HD-19-Su"
"HD-19-Su:350717","HD-19-Su"
"HD-19-Su:350718","HD-19-Su"
"HD-19-Su:350720","HD-19-Su"
"HD-19-Su:350721","HD-19-Su"
"HD-19-Su:350722","HD-19-Su"
"HD-19-Su:350723","HD-19-Su"
"HD-19-Su:350724","HD-19-Su"
"HD-19-Su:350725","HD-19-Su"
"HD-19-Su:350726","HD-19-Su"
"HD-19-Su:350727","HD-19-Su"
"HD-19-Su:350728","HD-19-Su"
"HD-19-Su:350729","HD-19-Su"
"HD-19-Su:350730","HD-19-Su"
"HD-19-Su:350731","HD-19-Su"
"HD-19-Su:350732","HD-19-Su"
"HD-19-Su:350734","HD-19-Su"
"HD-19-Su:350735","HD-19-Su"
"HD-19-Su:350736","HD-19-Su"
"HD-19-Su:350737","HD-19-Su"
"HD-19-Su:350738","HD-19-Su"
"HD-19-Su:350739","HD-19-Su"
"HD-19-Su:350740","HD-19-Su"
"HD-19-Su:350741","HD-19-Su"
"HD-19-Su:350742","HD-19-Su"
"HD-19-Su:350743","HD-19-Su"
"HD-19-Su:350744","HD-19-Su"
"HD-19-Su:350745","HD-19-Su"
"HD-19-Su:350746","HD-19-Su"
"HD-19-Su:350747","HD-19-Su"
"HD-19-Su:350748","HD-19-Su"
"HD-19-Su:350749","HD-19-Su"
"HD-19-Su:350750","HD-19-Su"
"HD-19-Su:350751","HD-19-Su"
"HD-19-Su:350752","HD-19-Su"
"HD-19-Su:350753","HD-19-Su"
"HD-19-Su:350754","HD-19-Su"
"HD-19-Su:350755","HD-19-Su"
"HD-19-Su:350756","HD-19-Su"
"HD-19-Su:350757","HD-19-Su"
"HD-19-Su:350758","HD-19-Su"
"HD-19-Su:350759","HD-19-Su"
"HD-19-Su:350761","HD-19-Su"
"HD-19-Su:350762","HD-19-Su"
"HD-19-Su:350763","HD-19-Su"
"HD-19-Su:350764","HD-19-Su"
"HD-19-Su:350765","HD-19-Su"
"HD-19-Su:350766","HD-19-Su"
"HD-19-Su:350767","HD-19-Su"
"HD-19-Su:350768","HD-19-Su"
"HD-19-Su:350769","HD-19-Su"
"HD-19-Su:350770","HD-19-Su"
"HD-19-Su:350771","HD-19-Su"
"HD-19-Su:350772","HD-19-Su"
"HD-19-Su:350773","HD-19-Su"
"HD-19-Su:350774","HD-19-Su"
"HD-19-Su:350775","HD-19-Su"
"HD-19-Su:350776","HD-19-Su"
"HD-19-Su:350777","HD-19-Su"
"HD-19-Su:350778","HD-19-Su"
"HD-19-Su:350779","HD-19-Su"
"HD-19-Su:350780","HD-19-Su"
"HD-19-Su:350781","HD-19-Su"
"HD-19-Su:350782","HD-19-Su"
"HD-19-Su:350783","HD-19-Su"
"HD-19-Su:350784","HD-19-Su"
"HD-19-Su:350785","HD-19-Su"
"HD-19-Su:350786","HD-19-Su"
"HD-19-Su:350787","HD-19-Su"
"HD-19-Su:350788","HD-19-Su"
"HD-19-Su:350789","HD-19-Su"
"HD-19-Su:350790","HD-19-Su"
"HD-19-Su:350791","HD-19-Su"
"HD-19-Su:350792","HD-19-Su"
"HD-19-Su:350793","HD-19-Su"
"HD-19-Su:350794","HD-19-Su"
"HD-19-Su:350795","HD-19-Su"
"HD-19-Su:350796","HD-19-Su"
"HD-19-Su:350797","HD-19-Su"
"HD-19-Su:350798","HD-19-Su"
"HD-19-Su:350799","HD-19-Su"
"HD-19-Su:350800","HD-19-Su"
"HD-19-Su:350801","HD-19-Su"
"HD-19-Su:350802","HD-19-Su"
"HD-19-Su:350803","HD-19-Su"
"HD-19-Su:350804","HD-19-Su"
"HD-19-Su:350805","HD-19-Su"
"HD-19-Su:350806","HD-19-Su"
"HD-19-Su:350807","HD-19-Su"
"HD-19-Su:350808","HD-19-Su"
"HD-19-Su:350809","HD-19-Su"
"HD-19-Su:350810","HD-19-Su"
"HD-19-Su:350811","HD-19-Su"
"HD-19-Su:350812","HD-19-Su"
"HD-19-Su:350813","HD-19-Su"
"HD-19-Su:350815","HD-19-Su"
"HD-19-Su:350816","HD-19-Su"
"HD-19-Su:350817","HD-19-Su"
"HD-19-Su:350818","HD-19-Su"
"HD-19-Su:350819","HD-19-Su"
"HD-19-Su:350820","HD-19-Su"
"HD-19-Su:350821","HD-19-Su"
"HD-19-Su:350822","HD-19-Su"
"HD-19-Su:350823","HD-19-Su"
"HD-19-Su:350824","HD-19-Su"
"HD-19-Su:350825","HD-19-Su"
"HD-19-Su:350826","HD-19-Su"
"HD-19-Su:350827","HD-19-Su"
"HD-19-Su:350829","HD-19-Su"
"HD-19-Su:350830","HD-19-Su"
"HD-19-Su:350831","HD-19-Su"
"HD-19-Su:350832","HD-19-Su"
"HD-19-Su:350833","HD-19-Su"
"HD-19-Su:350834","HD-19-Su"
"HD-19-Su:350835","HD-19-Su"
"HD-19-Su:350836","HD-19-Su"
"HD-19-Su:350837","HD-19-Su"
"HD-19-Su:350838","HD-19-Su"
"HD-19-Su:350839","HD-19-Su"
"HD-19-Su:350840","HD-19-Su"
"HD-19-Su:350841","HD-19-Su"
"HD-19-Su:350842","HD-19-Su"
"HD-19-Su:350843","HD-19-Su"
"HD-19-Su:350844","HD-19-Su"
"HD-19-Su:350846","HD-19-Su"
"HD-19-Su:350847","HD-19-Su"
"HD-19-Su:350848","HD-19-Su"
"HD-19-Su:350849","HD-19-Su"
"HD-19-Su:350850","HD-19-Su"
"HD-19-Su:350851","HD-19-Su"
"HD-19-Su:350852","HD-19-Su"
"HD-19-Su:350853","HD-19-Su"
"HD-19-Su:350854","HD-19-Su"
"HD-19-Su:350855","HD-19-Su"
"HD-19-Su:350856","HD-19-Su"
"HD-19-Su:350857","HD-19-Su"
"HD-19-Su:350858","HD-19-Su"
"HD-19-Su:350859","HD-19-Su"
"HD-19-Su:350860","HD-19-Su"
"HD-19-Su:350861","HD-19-Su"
"HD-19-Su:350862","HD-19-Su"
"HD-19-Su:350863","HD-19-Su"
"HD-19-Su:350864","HD-19-Su"
"HD-19-Su:350865","HD-19-Su"
"HD-19-Su:350866","HD-19-Su"
"HD-19-Su:350867","HD-19-Su"
"HD-19-Su:350868","HD-19-Su"
"HD-19-Su:350869","HD-19-Su"
"HD-19-Su:350870","HD-19-Su"
"HD-19-Su:350871","HD-19-Su"
"HD-19-Su:350872","HD-19-Su"
"HD-19-Su:350873","HD-19-Su"
"HD-19-Su:350874","HD-19-Su"
"HD-19-Su:350875","HD-19-Su"
"HD-19-Su:350876","HD-19-Su"
"HD-19-Su:350877","HD-19-Su"
"HD-19-Su:350878","HD-19-Su"
"HD-19-Su:350879","HD-19-Su"
"HD-19-Su:350880","HD-19-Su"
"HD-19-Su:350881","HD-19-Su"
"HD-19-Su:350882","HD-19-Su"
"HD-19-Su:350883","HD-19-Su"
"HD-19-Su:350884","HD-19-Su"
"HD-19-Su:350885","HD-19-Su"
"HD-19-Su:350886","HD-19-Su"
"HD-19-Su:350887","HD-19-Su"
"HD-19-Su:350888","HD-19-Su"
"HD-19-Su:350889","HD-19-Su"
"HD-19-Su:350890","HD-19-Su"
"HD-19-Su:350891","HD-19-Su"
"HD-19-Su:350892","HD-19-Su"
"HD-19-Su:350893","HD-19-Su"
"HD-19-Su:350894","HD-19-Su"
"HD-19-Su:350895","HD-19-Su"
"HD-19-Su:350896","HD-19-Su"
"HD-19-Su:350897","HD-19-Su"
"HD-19-Su:350898","HD-19-Su"
"HD-19-Su:350899","HD-19-Su"
"HD-19-Su:350900","HD-19-Su"
"HD-19-Su:350901","HD-19-Su"
"HD-19-Su:350902","HD-19-Su"
"HD-19-Su:350903","HD-19-Su"
"HD-19-Su:350904","HD-19-Su"
"HD-19-Su:350905","HD-19-Su"
"HD-19-Su:350906","HD-19-Su"
"HD-19-Su:350907","HD-19-Su"
"HD-19-Su:350908","HD-19-Su"
"HD-19-Su:350909","HD-19-Su"
"HD-19-Su:350911","HD-19-Su"
"HD-19-Su:350912","HD-19-Su"
"HD-19-Su:350913","HD-19-Su"
"HD-19-Su:350914","HD-19-Su"
"HD-19-Su:350915","HD-19-Su"
"HD-19-Su:350916","HD-19-Su"
"HD-19-Su:350917","HD-19-Su"
"HD-19-Su:350918","HD-19-Su"
"HD-19-Su:350919","HD-19-Su"
"HD-19-Su:350920","HD-19-Su"
"HD-19-Su:350921","HD-19-Su"
"HD-19-Su:350922","HD-19-Su"
"HD-19-Su:350923","HD-19-Su"
"HD-19-Su:350924","HD-19-Su"
"HD-19-Su:350925","HD-19-Su"
"HD-19-Su:350926","HD-19-Su"
"HD-19-Su:350927","HD-19-Su"
"HD-19-Su:350928","HD-19-Su"
"HD-19-Su:350929","HD-19-Su"
"HD-19-Su:350930","HD-19-Su"
"HD-19-Su:350931","HD-19-Su"
"HD-19-Su:350932","HD-19-Su"
"HD-19-Su:350933","HD-19-Su"
"HD-19-Su:350934","HD-19-Su"
"HD-19-Su:350935","HD-19-Su"
"HD-19-Su:350936","HD-19-Su"
"HD-19-Su:350937","HD-19-Su"
"HD-19-Su:350938","HD-19-Su"
"HD-19-Su:350939","HD-19-Su"
"HD-19-Su:350941","HD-19-Su"
"HD-19-Su:350942","HD-19-Su"
"HD-19-Su:350943","HD-19-Su"
"HD-19-Su:350944","HD-19-Su"
"HD-19-Su:350945","HD-19-Su"
"HD-19-Su:350946","HD-19-Su"
"HD-19-Su:350947","HD-19-Su"
"HD-19-Su:350948","HD-19-Su"
"HD-19-Su:350949","HD-19-Su"
"HD-19-Su:350950","HD-19-Su"
"HD-19-Su:350951","HD-19-Su"
"HD-19-Su:350953","HD-19-Su"
"HD-19-Su:350954","HD-19-Su"
"HD-19-Su:350955","HD-19-Su"
"HD-19-Su:350956","HD-19-Su"
"HD-19-Su:350957","HD-19-Su"
"HD-19-Su:350958","HD-19-Su"
"HD-19-Su:350959","HD-19-Su"
"HD-19-Su:350960","HD-19-Su"
"HD-19-Su:350961","HD-19-Su"
"HD-19-Su:350962","HD-19-Su"
"HD-19-Su:350963","HD-19-Su"
"HD-19-Su:350964","HD-19-Su"
"HD-19-Su:350965","HD-19-Su"
"HD-19-Su:350966","HD-19-Su"
"HD-19-Su:350967","HD-19-Su"
"HD-19-Su:350968","HD-19-Su"
"HD-19-Su:350969","HD-19-Su"
"HD-19-Su:350970","HD-19-Su"
"HD-19-Su:350971","HD-19-Su"
"HD-19-Su:350972","HD-19-Su"
"HD-19-Su:350973","HD-19-Su"
"HD-19-Su:350974","HD-19-Su"
"HD-19-Su:350975","HD-19-Su"
"HD-19-Su:350976","HD-19-Su"
"HD-19-Su:350977","HD-19-Su"
"HD-19-Su:350979","HD-19-Su"
"HD-19-Su:350980","HD-19-Su"
"HD-19-Su:350981","HD-19-Su"
"HD-19-Su:350982","HD-19-Su"
"HD-19-Su:350983","HD-19-Su"
"HD-19-Su:350984","HD-19-Su"
"HD-19-Su:350985","HD-19-Su"
"HD-19-Su:350986","HD-19-Su"
"HD-19-Su:350987","HD-19-Su"
"HD-19-Su:350988","HD-19-Su"
"HD-19-Su:350989","HD-19-Su"
"HD-19-Su:350990","HD-19-Su"
"HD-19-Su:350991","HD-19-Su"
"HD-19-Su:350992","HD-19-Su"
"HD-19-Su:350993","HD-19-Su"
"HD-19-Su:350995","HD-19-Su"
"HD-19-Su:350996","HD-19-Su"
"HD-19-Su:350997","HD-19-Su"
"HD-19-Su:350998","HD-19-Su"
"HD-19-Su:350999","HD-19-Su"
"HD-19-Su:351000","HD-19-Su"
"HD-19-Su:351001","HD-19-Su"
"HD-19-Su:351002","HD-19-Su"
"HD-19-Su:351003","HD-19-Su"
"HD-19-Su:351004","HD-19-Su"
"HD-19-Su:351005","HD-19-Su"
"HD-19-Su:351006","HD-19-Su"
"HD-19-Su:351007","HD-19-Su"
"HD-19-Su:351008","HD-19-Su"
"HD-19-Su:351009","HD-19-Su"
"HD-19-Su:351010","HD-19-Su"
"HD-19-Su:351011","HD-19-Su"
"HD-19-Su:351012","HD-19-Su"
"HD-19-Su:351013","HD-19-Su"
"HD-19-Su:351014","HD-19-Su"
"HD-19-Su:351015","HD-19-Su"
"HD-19-Su:351016","HD-19-Su"
"HD-19-Su:351017","HD-19-Su"
"HD-19-Su:351018","HD-19-Su"
"HD-19-Su:351019","HD-19-Su"
"HD-19-Su:351020","HD-19-Su"
"HD-19-Su:351021","HD-19-Su"
"HD-19-Su:351022","HD-19-Su"
"HD-19-Su:351023","HD-19-Su"
"HD-19-Su:351024","HD-19-Su"
"HD-19-Su:351025","HD-19-Su"
"HD-19-Su:351026","HD-19-Su"
"HD-19-Su:351027","HD-19-Su"
"HD-19-Su:351028","HD-19-Su"
"HD-19-Su:351029","HD-19-Su"
"HD-19-Su:351031","HD-19-Su"
"HD-19-Su:351032","HD-19-Su"
"HD-19-Su:351033","HD-19-Su"
"HD-19-Su:351034","HD-19-Su"
"HD-19-Su:351035","HD-19-Su"
"HD-19-Su:351036","HD-19-Su"
"HD-19-Su:351037","HD-19-Su"
"HD-19-Su:351038","HD-19-Su"
"HD-19-Su:351039","HD-19-Su"
"HD-19-Su:351040","HD-19-Su"
"HD-19-Su:351041","HD-19-Su"
"HD-19-Su:351042","HD-19-Su"
"HD-19-Su:351043","HD-19-Su"
"HD-19-Su:351044","HD-19-Su"
"HD-19-Su:351045","HD-19-Su"
"HD-19-Su:351046","HD-19-Su"
"HD-19-Su:351047","HD-19-Su"
"HD-19-Su:351048","HD-19-Su"
"HD-19-Su:351049","HD-19-Su"
"HD-19-Su:351051","HD-19-Su"
"HD-19-Su:351052","HD-19-Su"
"HD-19-Su:351053","HD-19-Su"
"HD-19-Su:351054","HD-19-Su"
"HD-19-Su:351055","HD-19-Su"
"HD-19-Su:351056","HD-19-Su"
"HD-19-Su:351057","HD-19-Su"
"HD-19-Su:351058","HD-19-Su"
"HD-19-Su:351059","HD-19-Su"
"HD-19-Su:351060","HD-19-Su"
"HD-19-Su:351061","HD-19-Su"
"HD-19-Su:351062","HD-19-Su"
"HD-19-Su:351063","HD-19-Su"
"HD-19-Su:351064","HD-19-Su"
"HD-19-Su:351065","HD-19-Su"
"HD-19-Su:351066","HD-19-Su"
"HD-19-Su:351067","HD-19-Su"
"HD-19-Su:351068","HD-19-Su"
"HD-19-Su:351069","HD-19-Su"
"HD-19-Su:351070","HD-19-Su"
"HD-19-Su:351071","HD-19-Su"
"HD-19-Su:351072","HD-19-Su"
"HD-19-Su:351073","HD-19-Su"
"HD-19-Su:351074","HD-19-Su"
"HD-19-Su:351075","HD-19-Su"
"HD-19-Su:351076","HD-19-Su"
"HD-19-Su:351077","HD-19-Su"
"HD-19-Su:351078","HD-19-Su"
"HD-19-Su:351079","HD-19-Su"
"HD-19-Su:351080","HD-19-Su"
"HD-19-Su:351081","HD-19-Su"
"HD-19-Su:351083","HD-19-Su"
"HD-19-Su:351084","HD-19-Su"
"HD-19-Su:351085","HD-19-Su"
"HD-19-Su:351086","HD-19-Su"
"HD-19-Su:351087","HD-19-Su"
"HD-19-Su:351088","HD-19-Su"
"HD-19-Su:351089","HD-19-Su"
"HD-19-Su:351090","HD-19-Su"
"HD-19-Su:351091","HD-19-Su"
"HD-19-Su:351092","HD-19-Su"
"HD-19-Su:351093","HD-19-Su"
"HD-19-Su:351094","HD-19-Su"
