"barcode","sample","celltype","UMAP_1","UMAP_2"
"HD-17-Su:345974","HD-17-Su","3",-3.39367596383921,-7.00517195271233
"HD-17-Su:345975","HD-17-Su","2",-5.09036628480784,6.90385753108284
"HD-17-Su:345976","HD-17-Su","2",-6.40736858125559,6.95996648265144
"HD-17-Su:345977","HD-17-Su","5",-6.22550575013987,3.50549251033088
"HD-17-Su:345978","HD-17-Su","1",8.18942602399953,0.8951219339492
"HD-17-Su:345979","HD-17-Su","9",9.15692623380788,-4.19670790241936
"HD-17-Su:345980","HD-17-Su","8",-7.38113204713694,8.46669513179084
"HD-17-Su:345981","HD-17-Su","6",-4.18620244737498,3.5403690953376
"HD-17-Su:345982","HD-17-Su","5",-5.08932248826853,2.92647677851936
"HD-17-Su:345984","HD-17-Su","2",-7.17833749528758,6.08581382228157
"HD-17-Su:345985","HD-17-Su","3",-4.47148124452464,-8.75903099583367
"HD-17-Su:345986","HD-17-Su","2",-5.15794793840281,5.96284610224983
"HD-17-Su:345987","HD-17-Su","1",8.33534296278127,2.59077316714546
"HD-17-Su:345989","HD-17-Su","4",-4.59280864473216,-3.30806034611443
"HD-17-Su:345990","HD-17-Su","2",-6.70530931230418,5.92465049220344
"HD-17-Su:345991","HD-17-Su","4",-4.04360524888865,-3.60729592846611
"HD-17-Su:345992","HD-17-Su","3",-4.88466922517649,-7.60528439091423
"HD-17-Su:345993","HD-17-Su","2",-6.77333060975901,5.80383092356941
"HD-17-Su:345994","HD-17-Su","6",-3.40852610345713,4.01014739466926
"HD-17-Su:345995","HD-17-Su","10",-1.46600727315775,-6.04071014927605
"HD-17-Su:345996","HD-17-Su","2",-7.36877195115916,4.09219891024849
"HD-17-Su:345998","HD-17-Su","3",-4.13224021669261,-8.9325415472863
"HD-17-Su:345999","HD-17-Su","6",-3.18993059869639,5.21565085841438
"HD-17-Su:346000","HD-17-Su","2",-6.77198640581004,6.57024795008918
"HD-17-Su:346001","HD-17-Su","2",-6.91765443559519,5.73161202861091
"HD-17-Su:346002","HD-17-Su","5",-5.30664674516551,1.70939952327034
"HD-17-Su:346003","HD-17-Su","8",-7.7349127935969,8.07389480067512
"HD-17-Su:346004","HD-17-Su","10",-1.80280939813487,-7.32268732594231
"HD-17-Su:346006","HD-17-Su","1",8.09823091749319,1.95080274535438
"HD-17-Su:346007","HD-17-Su","8",-7.53796855684153,7.29490786982795
"HD-17-Su:346008","HD-17-Su","11",6.95424040083059,-2.79329293774346
"HD-17-Su:346009","HD-17-Su","3",-4.96639243837229,-6.96894663380364
"HD-17-Su:346010","HD-17-Su","2",-7.58071891542307,6.59116012049934
"HD-17-Su:346011","HD-17-Su","2",-5.62162296052805,6.99327308131477
"HD-17-Su:346012","HD-17-Su","3",-5.56028358217112,-7.17086714314202
"HD-17-Su:346013","HD-17-Su","2",-7.14288083787791,5.21364432765266
"HD-17-Su:346014","HD-17-Su","1",9.23320015195974,0.451356502306668
"HD-17-Su:346015","HD-17-Su","1",9.06345470670827,1.11115950537941
"HD-17-Su:346016","HD-17-Su","2",-6.24695436235301,6.15059691859504
"HD-17-Su:346017","HD-17-Su","10",-1.71130148645274,-7.0041648726342
"HD-17-Su:346018","HD-17-Su","1",9.67876537565359,0.00118959887048378
"HD-17-Su:346019","HD-17-Su","1",9.89113052610525,1.99242156935951
"HD-17-Su:346020","HD-17-Su","5",-5.72039024110667,1.31958645774147
"HD-17-Su:346021","HD-17-Su","7",7.29508550886281,-11.2240187506554
"HD-17-Su:346022","HD-17-Su","4",-4.30370465989939,-5.6381022314904
"HD-17-Su:346025","HD-17-Su","5",-5.98763982530467,3.85464793635627
"HD-17-Su:346026","HD-17-Su","7",7.0295930695928,-12.1365086417077
"HD-17-Su:346027","HD-17-Su","3",-3.65129510637156,-8.35187786625603
"HD-17-Su:346028","HD-17-Su","9",9.27362449888357,-2.9812921862481
"HD-17-Su:346029","HD-17-Su","1",9.32980163816579,1.78905433608314
"HD-17-Su:346030","HD-17-Su","4",-3.51352159257761,-4.49996536778191
"HD-17-Su:346031","HD-17-Su","2",-5.5668858694636,7.12110072566291
"HD-17-Su:346032","HD-17-Su","2",-5.99305145021311,5.87600785685798
"HD-17-Su:346033","HD-17-Su","1",6.65745838407644,-0.390930173861774
"HD-17-Su:346034","HD-17-Su","5",-6.6334575819575,2.41476279689094
"HD-17-Su:346035","HD-17-Su","1",8.9536915612615,1.47182864142677
"HD-17-Su:346036","HD-17-Su","5",-5.21070091005198,3.2638159413459
"HD-17-Su:346037","HD-17-Su","5",-6.80708352800242,3.86088878108284
"HD-17-Su:346038","HD-17-Su","1",9.63956173185476,0.720645787251202
"HD-17-Su:346039","HD-17-Su","2",-6.78230373140208,6.63244182063362
"HD-17-Su:346040","HD-17-Su","3",-4.61845390077464,-7.5436837057946
"HD-17-Su:346041","HD-17-Su","2",-7.3172372984492,5.49140387965461
"HD-17-Su:346042","HD-17-Su","3",-3.27516237970225,-8.72056454228142
"HD-17-Su:346043","HD-17-Su","5",-6.19679633851878,2.24443441821357
"HD-17-Su:346044","HD-17-Su","10",-1.54729477640025,-6.13241547154167
"HD-17-Su:346045","HD-17-Su","5",-5.30234233613841,2.89333206607124
"HD-17-Su:346046","HD-17-Su","1",6.61507852796682,2.93891865206978
"HD-17-Su:346047","HD-17-Su","11",6.13089378599294,-3.6343843321679
"HD-17-Su:346048","HD-17-Su","1",6.35488136533864,2.47531777812263
"HD-17-Su:346049","HD-17-Su","3",-4.15303699251048,-8.3898751120446
"HD-17-Su:346050","HD-17-Su","5",-5.02391902681223,1.77670330001136
"HD-17-Su:346051","HD-17-Su","3",-3.31038181062571,-7.51569288777092
"HD-17-Su:346052","HD-17-Su","2",-5.14183656450144,6.79047090007087
"HD-17-Su:346053","HD-17-Su","1",9.7995863747991,2.2345293183448
"HD-17-Su:346054","HD-17-Su","5",-5.66144077058665,2.25902921153328
"HD-17-Su:346055","HD-17-Su","14",-1.9854911970698,4.4641378541114
"HD-17-Su:346056","HD-17-Su","1",9.19294555906423,3.16991526080391
"HD-17-Su:346058","HD-17-Su","11",6.26667793516286,-3.4388276915429
"HD-17-Su:346059","HD-17-Su","1",8.32989128355154,0.169107435327975
"HD-17-Su:346060","HD-17-Su","1",9.57671173338064,0.441637279522625
"HD-17-Su:346061","HD-17-Su","2",-6.44833747621409,7.25344830943367
"HD-17-Su:346062","HD-17-Su","1",8.31504543546804,0.968485595715252
"HD-17-Su:346063","HD-17-Su","10",-1.50349466081492,-5.93200987385491
"HD-17-Su:346064","HD-17-Su","1",7.18544157270559,2.30318838549873
"HD-17-Su:346065","HD-17-Su","2",-5.6068143057429,5.86978131724617
"HD-17-Su:346066","HD-17-Su","1",8.51293619398244,-0.553270338046344
"HD-17-Su:346067","HD-17-Su","2",-5.54492179628245,6.34034568263313
"HD-17-Su:346068","HD-17-Su","2",-6.56508867021433,5.96131450129768
"HD-17-Su:346069","HD-17-Su","1",5.1360326600469,1.54224521113655
"HD-17-Su:346070","HD-17-Su","3",-4.10402766939036,-8.93083351658562
"HD-17-Su:346071","HD-17-Su","1",9.80734833006033,-0.349501309859546
"HD-17-Su:346072","HD-17-Su","5",-5.34340659852854,2.92256480647346
"HD-17-Su:346073","HD-17-Su","10",-1.83141009088389,-6.38580387638787
"HD-17-Su:346075","HD-17-Su","5",-5.05608503099314,3.28441435290596
"HD-17-Su:346076","HD-17-Su","2",-6.97683278795115,5.76024753047249
"HD-17-Su:346078","HD-17-Su","10",-1.83490220781199,-6.6852967123864
"HD-17-Su:346079","HD-17-Su","5",-6.44365922685496,2.64643866015693
"HD-17-Su:346080","HD-17-Su","8",-6.6100258040034,8.40134459925911
"HD-17-Su:346082","HD-17-Su","1",8.63873108152517,-0.315340934264454
"HD-17-Su:346083","HD-17-Su","2",-4.39836446519724,5.95004111720344
"HD-17-Su:346085","HD-17-Su","1",9.15627105955251,-0.358160166013034
"HD-17-Su:346086","HD-17-Su","5",-5.54790584321848,1.62044757796547
"HD-17-Su:346087","HD-17-Su","10",-1.53685633417002,-6.72069996403435
"HD-17-Su:346088","HD-17-Su","2",-5.9115690397822,5.81982928706428
"HD-17-Su:346089","HD-17-Su","1",7.00267418150075,0.839640440476147
"HD-17-Su:346090","HD-17-Su","2",-7.90089980836741,6.33289128733894
"HD-17-Su:346091","HD-17-Su","1",9.68626220945486,0.344778062832562
"HD-17-Su:346092","HD-17-Su","1",8.21364458326467,2.21132332278511
"HD-17-Su:346093","HD-17-Su","2",-6.00228778596751,6.34871369792244
"HD-17-Su:346094","HD-17-Su","3",-4.93953983064524,-7.72615355061272
"HD-17-Su:346095","HD-17-Su","3",-4.71893779512278,-8.73386829899529
"HD-17-Su:346096","HD-17-Su","5",-6.18927089448802,3.15712410403511
"HD-17-Su:346097","HD-17-Su","4",-3.56244365449778,-5.09024017857292
"HD-17-Su:346098","HD-17-Su","15",-4.56741563554637,-1.48039930866936
"HD-17-Su:346099","HD-17-Su","14",-3.26851908441416,2.72172934008857
"HD-17-Su:346100","HD-17-Su","8",-7.36972228761546,8.23983890010139
"HD-17-Su:346101","HD-17-Su","7",7.4576969933904,-11.7463223318932
"HD-17-Su:346102","HD-17-Su","5",-6.00767318483225,1.52334660483619
"HD-17-Su:346103","HD-17-Su","2",-5.27398244615428,6.80962211085579
"HD-17-Su:346104","HD-17-Su","3",-4.72979108568064,-7.35265129612664
"HD-17-Su:346105","HD-17-Su","1",8.20998342756399,1.15832740260383
"HD-17-Su:346106","HD-17-Su","6",-3.26939265008799,5.40452557994148
"HD-17-Su:346107","HD-17-Su","5",-6.32524434800974,3.18349987460395
"HD-17-Su:346108","HD-17-Su","2",-5.82399312730662,6.52180558635017
"HD-17-Su:346109","HD-17-Su","1",7.83667381528982,0.986583890450207
"HD-17-Su:346110","HD-17-Su","2",-5.80477372880808,6.28434497309944
"HD-17-Su:346111","HD-17-Su","3",-2.81732813592783,-7.66789024876335
"HD-17-Su:346113","HD-17-Su","3",-3.96657935853831,-8.52612656162957
"HD-17-Su:346114","HD-17-Su","1",9.52950008634695,2.43669086886665
"HD-17-Su:346115","HD-17-Su","3",-4.55999366517893,-9.0240418295739
"HD-17-Su:346116","HD-17-Su","9",9.69349201444753,-3.41410082386711
"HD-17-Su:346117","HD-17-Su","13",-0.737657825907388,-15.7628762106774
"HD-17-Su:346118","HD-17-Su","1",6.33595045332082,-0.475899575221332
"HD-17-Su:346119","HD-17-Su","3",-4.36343042131297,-8.26784866856316
"HD-17-Su:346120","HD-17-Su","2",-4.26312867875926,6.58842736674568
"HD-17-Su:346121","HD-17-Su","1",9.01273735288747,-1.06002050446251
"HD-17-Su:346122","HD-17-Su","8",-6.27187768693797,8.18114406062385
"HD-17-Su:346123","HD-17-Su","7",6.80133255247243,-12.2723585944054
"HD-17-Su:346124","HD-17-Su","5",-5.06576530214182,2.73522240115425
"HD-17-Su:346125","HD-17-Su","9",8.76723011259206,-2.74517458485344
"HD-17-Su:346126","HD-17-Su","11",7.37694319013723,-1.95674294041375
"HD-17-Su:346127","HD-17-Su","7",7.46293648008474,-11.6518246512292
"HD-17-Su:346129","HD-17-Su","2",-6.85261575456492,4.55246955348274
"HD-17-Su:346130","HD-17-Su","1",9.20496280912527,-0.189836917388233
"HD-17-Su:346131","HD-17-Su","3",-5.01492063279978,-6.34419029759148
"HD-17-Su:346132","HD-17-Su","5",-5.42549030061595,2.69495970202705
"HD-17-Su:346133","HD-17-Su","4",-3.99538366075388,-5.65296333836296
"HD-17-Su:346134","HD-17-Su","7",6.65637977842458,-11.7578331808923
"HD-17-Su:346135","HD-17-Su","1",7.07114418272146,0.0431070942999996
"HD-17-Su:346136","HD-17-Su","1",8.04190071348318,1.1986623425605
"HD-17-Su:346137","HD-17-Su","3",-4.17573444124095,-7.10324019001702
"HD-17-Su:346139","HD-17-Su","7",6.9769955468572,-12.1644007544396
"HD-17-Su:346140","HD-17-Su","1",10.0998268914617,-0.0155703108189426
"HD-17-Su:346142","HD-17-Su","2",-6.55510656114451,5.11257869197151
"HD-17-Su:346143","HD-17-Su","1",7.07128008131154,0.949379267227856
"HD-17-Su:346144","HD-17-Su","1",9.50030239347585,1.63521439028999
"HD-17-Su:346146","HD-17-Su","1",10.0298434091009,1.28358799411079
"HD-17-Su:346147","HD-17-Su","4",-4.17908708330027,-5.80939835118035
"HD-17-Su:346148","HD-17-Su","8",-7.35870448823802,8.23804408503791
"HD-17-Su:346149","HD-17-Su","5",-5.76664964433543,1.29664546443245
"HD-17-Su:346150","HD-17-Su","5",-4.58981935258738,3.10917312098762
"HD-17-Su:346151","HD-17-Su","4",-4.42448560472361,-3.67424911068657
"HD-17-Su:346152","HD-17-Su","1",9.83346660856374,-0.441194234359058
"HD-17-Su:346153","HD-17-Su","5",-5.01767865892283,2.80540043307563
"HD-17-Su:346154","HD-17-Su","1",9.88464458707937,0.231521980893818
"HD-17-Su:346155","HD-17-Su","2",-7.13402024980418,6.61553746653816
"HD-17-Su:346156","HD-17-Su","5",-6.67317573305003,2.48138719989082
"HD-17-Su:346157","HD-17-Su","3",-3.98971549745432,-7.87974375294426
"HD-17-Su:346158","HD-17-Su","5",-5.04223481889597,1.92994505358955
"HD-17-Su:346159","HD-17-Su","1",5.54841192487844,1.57976073218605
"HD-17-Su:346160","HD-17-Su","2",-5.65469304796092,7.41003543330452
"HD-17-Su:346161","HD-17-Su","3",-4.47838346238963,-7.70475929783562
"HD-17-Su:346162","HD-17-Su","1",6.5941601586736,1.61370736552498
"HD-17-Su:346163","HD-17-Su","4",-4.35801498170725,-5.57074373768547
"HD-17-Su:346164","HD-17-Su","1",7.7062526536382,-0.896649775969776
"HD-17-Su:346165","HD-17-Su","2",-5.02735845323435,6.31167441798469
"HD-17-Su:346166","HD-17-Su","1",9.10194690946706,1.29165107203743
"HD-17-Su:346168","HD-17-Su","2",-8.21571342225901,6.02704650355598
"HD-17-Su:346169","HD-17-Su","2",-5.96378700013987,5.52993279887458
"HD-17-Su:346170","HD-17-Su","1",6.02049835447439,0.453451367151944
"HD-17-Su:346171","HD-17-Su","1",6.84015997175344,2.8581603188636
"HD-17-Su:346172","HD-17-Su","5",-5.47093192811839,0.735246064198223
"HD-17-Su:346173","HD-17-Su","1",9.75037964109548,-0.065361646878513
"HD-17-Su:346174","HD-17-Su","5",-5.6155804800593,3.59322363330146
"HD-17-Su:346175","HD-17-Su","2",-6.15024654146067,5.50318509532234
"HD-17-Su:346176","HD-17-Su","3",-4.54315606828562,-8.2439543585656
"HD-17-Su:346177","HD-17-Su","1",9.17814262632497,1.54279011679908
"HD-17-Su:346178","HD-17-Su","2",-4.81943694825999,6.62709409190437
"HD-17-Su:346179","HD-17-Su","5",-4.62383071657054,2.47682434512397
"HD-17-Su:346180","HD-17-Su","1",8.37233312849172,-1.44023829506615
"HD-17-Su:346181","HD-17-Su","1",7.24215181593069,-0.394360838401111
"HD-17-Su:346182","HD-17-Su","3",-5.25009195085398,-7.04500168369988
"HD-17-Su:346183","HD-17-Su","5",-4.96635905977122,2.51311165286323
"HD-17-Su:346185","HD-17-Su","1",8.06517084364065,-1.80159181164482
"HD-17-Su:346186","HD-17-Su","1",6.86829670194753,-0.143814710843357
"HD-17-Su:346187","HD-17-Su","2",-6.77012435670725,6.25997096492073
"HD-17-Su:346188","HD-17-Su","1",8.86965759519704,1.88103467417976
"HD-17-Su:346189","HD-17-Su","2",-7.99971668001048,5.6497600693824
"HD-17-Su:346190","HD-17-Su","3",-3.42818133111826,-7.71076077030876
"HD-17-Su:346191","HD-17-Su","4",-4.78416244264475,-3.55017012165764
"HD-17-Su:346192","HD-17-Su","10",-1.33705155130259,-6.70124023960808
"HD-17-Su:346193","HD-17-Su","1",5.23276050809987,1.25899261428138
"HD-17-Su:346194","HD-17-Su","5",-6.095662515124,1.49798995448372
"HD-17-Su:346195","HD-17-Su","4",-3.28249303575388,-5.56172340916375
"HD-17-Su:346196","HD-17-Su","10",-1.23172048803202,-6.11380022572258
"HD-17-Su:346198","HD-17-Su","3",-4.60330859895579,-7.19466322468499
"HD-17-Su:346199","HD-17-Su","1",7.9072442841924,-0.656498966681751
"HD-17-Su:346200","HD-17-Su","5",-6.38506738420359,1.76834649039528
"HD-17-Su:346201","HD-17-Su","10",-1.23135856862895,-6.06065434025505
"HD-17-Su:346202","HD-17-Su","1",8.1788826775945,-0.373340485560688
"HD-17-Su:346203","HD-17-Su","3",-4.20000879045359,-8.05099075840691
"HD-17-Su:346204","HD-17-Su","1",9.1541891885198,3.2365565915229
"HD-17-Su:346206","HD-17-Su","1",6.38134868864187,0.181790368688313
"HD-17-Su:346207","HD-17-Su","3",-5.38632671113841,-7.82276266621331
"HD-17-Su:346208","HD-17-Su","2",-5.78396407838694,6.07319194270393
"HD-17-Su:346209","HD-17-Su","5",-6.94727842088572,4.09010154200813
"HD-17-Su:346210","HD-17-Su","1",7.76690204862722,2.71886879397651
"HD-17-Su:346211","HD-17-Su","5",-5.66081754442088,2.31202656222603
"HD-17-Su:346212","HD-17-Su","1",6.80117185835012,-0.189374206530841
"HD-17-Su:346214","HD-17-Su","2",-5.94489948030345,7.01490098429939
"HD-17-Su:346215","HD-17-Su","5",-5.28818265672556,2.6260715146186
"HD-17-Su:346216","HD-17-Su","5",-4.50704232927195,3.12351161433479
"HD-17-Su:346217","HD-17-Su","10",-1.29546801324717,-6.17269199894646
"HD-17-Su:346218","HD-17-Su","3",-3.85264388795725,-6.58944195317009
"HD-17-Su:346219","HD-17-Su","2",-7.34623901124827,5.30181485606453
"HD-17-Su:346220","HD-17-Su","2",-6.23125306840769,6.70604878855964
"HD-17-Su:346221","HD-17-Su","3",-3.91210786577097,-6.76581829594353
"HD-17-Su:346222","HD-17-Su","1",7.67207582716115,0.53810745669624
"HD-17-Su:346223","HD-17-Su","9",9.58994396452077,-3.95077389286736
"HD-17-Su:346224","HD-17-Su","10",-1.35089091535441,-6.4992524962304
"HD-17-Su:346225","HD-17-Su","1",6.4007426095403,2.51807528926155
"HD-17-Su:346226","HD-17-Su","3",-4.1371344732844,-8.16630524204949
"HD-17-Su:346227","HD-17-Su","1",9.35898884061941,3.30422359896919
"HD-17-Su:346228","HD-17-Su","1",8.69007404569753,1.34821623755714
"HD-17-Su:346229","HD-17-Su","1",8.63888176206716,-1.45874494122246
"HD-17-Su:346230","HD-17-Su","1",7.27958019498952,2.56484562350532
"HD-17-Su:346231","HD-17-Su","1",9.50677879575857,-0.729773877131733
"HD-17-Su:346232","HD-17-Su","5",-5.65120403047434,2.09458285762092
"HD-17-Su:346233","HD-17-Su","2",-5.07995979066721,6.27230626536628
"HD-17-Su:346234","HD-17-Su","1",8.07634504560598,-0.118258966076168
"HD-17-Su:346235","HD-17-Su","5",-5.05709354158274,2.4591763634803
"HD-17-Su:346237","HD-17-Su","4",-5.51533691163889,-3.93345755146721
"HD-17-Su:346239","HD-17-Su","10",-1.26894430394999,-6.4829680304406
"HD-17-Su:346240","HD-17-Su","1",6.70944221738943,2.28633314563057
"HD-17-Su:346241","HD-17-Su","2",-5.57184306856028,6.71743804408333
"HD-17-Su:346243","HD-17-Su","10",-1.84951869722239,-6.53300827549675
"HD-17-Su:346244","HD-17-Su","2",-8.07006065126292,5.33695393992683
"HD-17-Su:346245","HD-17-Su","5",-5.70111696000926,1.84553843928596
"HD-17-Su:346246","HD-17-Su","3",-3.96510974641673,-8.19413345860222
"HD-17-Su:346247","HD-17-Su","5",-4.80143157716624,1.75374502135536
"HD-17-Su:346248","HD-17-Su","1",6.14139517072805,2.85408741427681
"HD-17-Su:346249","HD-17-Su","2",-4.91366092439524,6.81367236567756
"HD-17-Su:346250","HD-17-Su","9",9.27906425718435,-3.04909461544731
"HD-17-Su:346251","HD-17-Su","2",-6.27418033357493,6.99243289424202
"HD-17-Su:346252","HD-17-Su","6",-3.3183039831721,5.47240525676033
"HD-17-Su:346253","HD-17-Su","1",9.24418934110769,-0.755582449900898
"HD-17-Su:346254","HD-17-Su","5",-4.62917463060252,2.18778425647041
"HD-17-Su:346255","HD-17-Su","5",-4.83402673478953,1.70554167224189
"HD-17-Su:346256","HD-17-Su","2",-5.69261972185008,6.80102807475349
"HD-17-Su:346257","HD-17-Su","9",8.52286728147634,-3.3321906905053
"HD-17-Su:346258","HD-17-Su","13",-0.794859330614724,-15.8285252432702
"HD-17-Su:346259","HD-17-Su","1",5.31428392652639,1.87747723056099
"HD-17-Su:346260","HD-17-Su","2",-4.99414722200266,6.8065770287635
"HD-17-Su:346261","HD-17-Su","7",5.86426122907766,-12.2891089300988
"HD-17-Su:346262","HD-17-Su","1",6.5799442124761,0.323226468694416
"HD-17-Su:346263","HD-17-Su","11",6.58426197294362,-3.14083450840691
"HD-17-Su:346264","HD-17-Su","3",-3.12786928888194,-6.90171640919426
"HD-17-Su:346265","HD-17-Su","3",-3.91646568055979,-7.54971951054314
"HD-17-Su:346266","HD-17-Su","1",7.50725706342824,2.75881964160225
"HD-17-Su:346267","HD-17-Su","2",-5.29549257036082,6.20871049357673
"HD-17-Su:346269","HD-17-Su","1",8.0024352860845,2.12032014323494
"HD-17-Su:346270","HD-17-Su","5",-4.62251083131663,2.12999803019783
"HD-17-Su:346272","HD-17-Su","11",7.13223608259328,-2.36277741001824
"HD-17-Su:346273","HD-17-Su","1",5.31942280058034,2.11910754634163
"HD-17-Su:346274","HD-17-Su","1",8.84687050108083,1.78645307017585
"HD-17-Su:346275","HD-17-Su","1",7.13382108930715,2.69412046862861
"HD-17-Su:346276","HD-17-Su","1",8.1952720475591,-0.0406718830941044
"HD-17-Su:346277","HD-17-Su","1",9.73478706602224,0.830798627865521
"HD-17-Su:346278","HD-17-Su","9",8.4712467980779,-0.86774849699715
"HD-17-Su:346279","HD-17-Su","5",-5.03548852678172,2.9140775818946
"HD-17-Su:346280","HD-17-Su","2",-4.96044198747508,5.49148589564583
"HD-17-Su:346281","HD-17-Su","5",-4.6818966078364,1.24125820590278
"HD-17-Su:346282","HD-17-Su","5",-5.75253955598704,2.75102240039131
"HD-17-Su:346283","HD-17-Su","2",-6.17500297304026,6.60779696894905
"HD-17-Su:346284","HD-17-Su","1",8.75236709837087,2.45742422534248
"HD-17-Su:346285","HD-17-Su","5",-6.83040563341013,3.26840073062202
"HD-17-Su:346286","HD-17-Su","6",-2.09526983972422,4.38300639582893
"HD-17-Su:346287","HD-17-Su","2",-5.76932946916453,6.78448087168953
"HD-17-Su:346288","HD-17-Su","1",8.062136728803,2.89272457553169
"HD-17-Su:346289","HD-17-Su","5",-6.49058715577952,2.63106066180488
"HD-17-Su:346290","HD-17-Su","2",-6.58789769883982,5.29027730418464
"HD-17-Su:346291","HD-17-Su","1",9.1037512612737,-0.970866141783985
"HD-17-Su:346292","HD-17-Su","3",-5.09207240815989,-7.13075083302239
"HD-17-Su:346293","HD-17-Su","1",10.2393894982732,1.38586241198799
"HD-17-Su:346294","HD-17-Su","2",-5.66647950883738,6.90137177897712
"HD-17-Su:346295","HD-17-Su","15",-4.45124665971629,-1.36896151112297
"HD-17-Su:346296","HD-17-Su","7",7.26108177427419,-11.7140967230676
"HD-17-Su:346297","HD-17-Su","5",-5.12305633302561,2.73067695094368
"HD-17-Su:346298","HD-17-Su","1",6.96864088300832,1.83665591670295
"HD-17-Su:346300","HD-17-Su","1",8.5402918649114,3.2620225567939
"HD-17-Su:346301","HD-17-Su","5",-5.33354799028269,1.47256010962745
"HD-17-Su:346302","HD-17-Su","5",-4.78226987596385,2.32753926707527
"HD-17-Su:346303","HD-17-Su","1",7.3911686730779,-0.011081447768005
"HD-17-Su:346304","HD-17-Su","6",-4.97331420656077,7.23912364436409
"HD-17-Su:346305","HD-17-Su","2",-4.50386802430979,6.76308900309822
"HD-17-Su:346306","HD-17-Su","2",-5.38886682268015,5.68592244578621
"HD-17-Su:346307","HD-17-Su","5",-6.11267034288279,1.65692049456855
"HD-17-Su:346309","HD-17-Su","7",6.92310865644582,-12.19397610234
"HD-17-Su:346310","HD-17-Su","12",3.58782609228261,12.7319605965736
"HD-17-Su:346311","HD-17-Su","3",-4.92122737642161,-6.97627800511101
"HD-17-Su:346312","HD-17-Su","1",9.18815334562429,-1.04079729126671
"HD-17-Su:346313","HD-17-Su","1",7.6475277734197,-0.648300407397541
"HD-17-Su:346314","HD-17-Su","7",7.317348082105,-11.9534336905358
"HD-17-Su:346315","HD-17-Su","11",6.16577537778982,-3.5428737978814
"HD-17-Su:346316","HD-17-Su","4",-4.1240638899409,-3.54565375851372
"HD-17-Su:346317","HD-17-Su","2",-4.76612893815867,6.84994155360481
"HD-17-Su:346318","HD-17-Su","4",-4.45885602708689,-2.5130886416314
"HD-17-Su:346319","HD-17-Su","5",-6.24480764146678,2.98460060549995
"HD-17-Su:346320","HD-17-Su","1",8.67792423490652,3.59070760203621
"HD-17-Su:346321","HD-17-Su","4",-4.07869521852366,-5.85735910938958
"HD-17-Su:346322","HD-17-Su","15",-3.22923986192576,-1.52489465283135
"HD-17-Su:346323","HD-17-Su","1",6.11463030103811,2.06048983527443
"HD-17-Su:346324","HD-17-Su","10",-1.80962960000865,-6.78881758259514
"HD-17-Su:346325","HD-17-Su","1",9.43299396757253,2.06567007495186
"HD-17-Su:346326","HD-17-Su","7",7.31766041044362,-11.7255827765344
"HD-17-Su:346327","HD-17-Su","1",5.95476539854177,1.5011046548011
"HD-17-Su:346329","HD-17-Su","3",-4.09235421892039,-7.60352915333489
"HD-17-Su:346330","HD-17-Su","2",-6.23290292497508,5.40054255915901
"HD-17-Su:346332","HD-17-Su","1",7.52596958402761,0.43655282450935
"HD-17-Su:346333","HD-17-Su","1",9.80570228819021,0.397152992022244
"HD-17-Su:346334","HD-17-Su","9",9.58508499387868,-3.6927213053582
"HD-17-Su:346335","HD-17-Su","1",6.58373029951223,1.83829838229438
"HD-17-Su:346336","HD-17-Su","1",9.10930164579519,3.08596593333503
"HD-17-Su:346337","HD-17-Su","1",7.80810602430471,0.273877756726948
"HD-17-Su:346338","HD-17-Su","10",-1.47951380487315,-6.92954844044426
"HD-17-Su:346339","HD-17-Su","3",-4.17248384233347,-7.83925980137566
"HD-17-Su:346340","HD-17-Su","5",-5.85582677598826,2.26546913577339
"HD-17-Su:346341","HD-17-Su","10",-1.92984096284739,-5.79419916676262
"HD-17-Su:346342","HD-17-Su","2",-5.24106923814646,6.4626582284095
"HD-17-Su:346343","HD-17-Su","5",-4.99859134431712,2.6758978982093
"HD-17-Su:346344","HD-17-Su","5",-4.66464702363841,2.03983503772041
"HD-17-Su:346345","HD-17-Su","1",8.05155523542532,-0.342269448506626
"HD-17-Su:346346","HD-17-Su","3",-4.96047345872752,-7.99246948765496
"HD-17-Su:346347","HD-17-Su","8",-6.82757369752757,8.73021727992317
"HD-17-Su:346348","HD-17-Su","1",8.65050895933279,1.64298922015449
"HD-17-Su:346349","HD-17-Su","9",9.46751411680349,-3.84032100247124
"HD-17-Su:346351","HD-17-Su","5",-5.33681957002513,2.32863718463203
"HD-17-Su:346352","HD-17-Su","11",7.12388141874441,-2.47842329548577
"HD-17-Su:346353","HD-17-Su","1",5.54157741788991,1.76048642588874
"HD-17-Su:346354","HD-17-Su","3",-2.91313854928843,-7.29507988499382
"HD-17-Su:346355","HD-17-Su","3",-4.57774297471873,-8.59768646763542
"HD-17-Su:346356","HD-17-Su","2",-5.8116687941157,5.16882783366462
"HD-17-Su:346358","HD-17-Su","11",6.30643089536794,-3.24707144306877
"HD-17-Su:346359","HD-17-Su","2",-8.21814624544016,5.66823560191414
"HD-17-Su:346360","HD-17-Su","1",9.01441200498708,-1.28156298207024
"HD-17-Su:346362","HD-17-Su","1",8.64055164579519,0.65858274890205
"HD-17-Su:346363","HD-17-Su","3",-3.80427114244334,-9.02114075230339
"HD-17-Su:346364","HD-17-Su","5",-4.77803222413889,3.52627355052253
